SI_NO,Title,HTTPS_Link,Link,Price,Stock
621,Isla and the Happily Ever After (Anna and the French Kiss #3),https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,48.13,In stock
622,If I Stay (If I Stay #1),https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,if-i-stay-if-i-stay-1_379/index.html,38.13,In stock
623,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,36.55,In stock
624,Harry Potter and the Deathly Hallows (Harry Potter #7),https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,23.32,In stock
625,"Fruits Basket, Vol. 5 (Fruits Basket #5)",https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,fruits-basket-vol-5-fruits-basket-5_376/index.html,16.33,In stock
626,Foundation (Foundation (Publication Order) #1),https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,foundation-foundation-publication-order-1_375/index.html,32.42,In stock
627,Fool Me Once,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,fool-me-once_374/index.html,16.96,In stock
628,Find Her (Detective D.D. Warren #8),https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,find-her-detective-dd-warren-8_373/index.html,22.37,In stock
629,Evicted: Poverty and Profit in the American City,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,evicted-poverty-and-profit-in-the-american-city_372/index.html,42.27,In stock
630,Drama,https://books.toscrape.com/catalogue/drama_371/index.html,drama_371/index.html,38.7,In stock
631,Dracula the Un-Dead,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,dracula-the-un-dead_370/index.html,35.63,In stock
632,Digital Fortress,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,digital-fortress_369/index.html,58,In stock
633,"Death Note, Vol. 5: Whiteout (Death Note #5)",https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,death-note-vol-5-whiteout-death-note-5_368/index.html,52.41,In stock
634,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,32.35,In stock
635,Critique of Pure Reason,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,critique-of-pure-reason_366/index.html,20.75,In stock
636,Booked,https://books.toscrape.com/catalogue/booked_365/index.html,booked_365/index.html,17.49,In stock
637,"Blue Lily, Lily Blue (The Raven Cycle #3)",https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,blue-lily-lily-blue-the-raven-cycle-3_364/index.html,34.13,In stock
638,Approval Junkie: Adventures in Caring Too Much,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,approval-junkie-adventures-in-caring-too-much_363/index.html,58.81,In stock
639,An Abundance of Katherines,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,an-abundance-of-katherines_362/index.html,10,In stock
640,America's War for the Greater Middle East: A Military History,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,americas-war-for-the-greater-middle-east-a-military-history_361/index.html,51.22,In stock
641,Alight (The Generations Trilogy #2),https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,alight-the-generations-trilogy-2_360/index.html,58.59,In stock
642,A Girl's Guide to Moving On (New Beginnings #2),https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,31.3,In stock
643,A Game of Thrones (A Song of Ice and Fire #1),https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,46.42,In stock
644,A Feast for Crows (A Song of Ice and Fire #4),https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,17.21,In stock
645,A Clash of Kings (A Song of Ice and Fire #2),https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,10.79,In stock
646,Vogue Colors A to Z: A Fashion Coloring Book,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,52.35,In stock
647,The Shining (The Shining #1),https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,the-shining-the-shining-1_354/index.html,27.88,In stock
648,The Pilgrim's Progress,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,the-pilgrims-progress_353/index.html,50.26,In stock
649,The Perfect Play (Play by Play #1),https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,the-perfect-play-play-by-play-1_352/index.html,59.99,In stock
650,The Passion of Dolssa,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,the-passion-of-dolssa_351/index.html,28.32,In stock
651,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,38.71,In stock
652,The Hunger Games (The Hunger Games #1),https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,the-hunger-games-the-hunger-games-1_349/index.html,29.85,In stock
653,The Hound of the Baskervilles (Sherlock Holmes #5),https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,14.82,In stock
654,The Gunning of America: Business and the Making of American Gun Culture,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,16.81,In stock
655,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,28.23,In stock
656,The Demonists (Demonist #1),https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,the-demonists-demonist-1_345/index.html,52.11,In stock
657,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,27.88,In stock
658,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,59.71,In stock
659,The Beast (Black Dagger Brotherhood #14),https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,the-beast-black-dagger-brotherhood-14_342/index.html,46.08,In stock
660,Some Women,https://books.toscrape.com/catalogue/some-women_341/index.html,some-women_341/index.html,13.73,In stock
661,Shopaholic Ties the Knot (Shopaholic #3),https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,shopaholic-ties-the-knot-shopaholic-3_340/index.html,48.39,In stock
662,Paper and Fire (The Great Library #2),https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,paper-and-fire-the-great-library-2_339/index.html,49.45,In stock
663,Outlander (Outlander #1),https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,outlander-outlander-1_338/index.html,19.67,In stock
664,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,12.36,In stock
665,No One Here Gets Out Alive,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,no-one-here-gets-out-alive_336/index.html,20.02,In stock
666,Night Shift (Night Shift #1-20),https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,night-shift-night-shift-1-20_335/index.html,12.75,In stock
667,Needful Things,https://books.toscrape.com/catalogue/needful-things_334/index.html,needful-things_334/index.html,47.51,In stock
668,Mockingjay (The Hunger Games #3),https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,mockingjay-the-hunger-games-3_333/index.html,20.44,In stock
669,Misery,https://books.toscrape.com/catalogue/misery_332/index.html,misery_332/index.html,34.79,In stock
670,Little Women (Little Women #1),https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,little-women-little-women-1_331/index.html,28.07,In stock
671,It,https://books.toscrape.com/catalogue/it_330/index.html,it_330/index.html,25.01,In stock
672,Harry Potter and the Sorcerer's Stone (Harry Potter #1),https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,13.9,In stock
673,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,24.17,In stock
674,Harry Potter and the Order of the Phoenix (Harry Potter #5),https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,31.63,In stock
675,Harry Potter and the Half-Blood Prince (Harry Potter #6),https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,48.75,In stock
676,Harry Potter and the Chamber of Secrets (Harry Potter #2),https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,14.74,In stock
677,Gone with the Wind,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,gone-with-the-wind_324/index.html,32.49,In stock
678,God Is Not Great: How Religion Poisons Everything,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,god-is-not-great-how-religion-poisons-everything_323/index.html,27.8,In stock
679,Girl With a Pearl Earring,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,girl-with-a-pearl-earring_322/index.html,26.77,In stock
680,"Fruits Basket, Vol. 4 (Fruits Basket #4)",https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,fruits-basket-vol-4-fruits-basket-4_321/index.html,50.44,In stock
681,Far From True (Promise Falls Trilogy #2),https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html,far-from-true-promise-falls-trilogy-2_320/index.html,34.93,In stock
682,Dark Lover (Black Dagger Brotherhood #1),https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,dark-lover-black-dagger-brotherhood-1_319/index.html,12.87,In stock
683,Confessions of a Shopaholic (Shopaholic #1),https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,confessions-of-a-shopaholic-shopaholic-1_318/index.html,48.94,In stock
684,Changing the Game (Play by Play #2),https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,changing-the-game-play-by-play-2_317/index.html,13.38,In stock
685,Candide,https://books.toscrape.com/catalogue/candide_316/index.html,candide_316/index.html,58.63,In stock
686,Can You Keep a Secret?,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,can-you-keep-a-secret_315/index.html,21.94,In stock
687,Atlas Shrugged,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,atlas-shrugged_314/index.html,26.58,In stock
688,Animal Farm,https://books.toscrape.com/catalogue/animal-farm_313/index.html,animal-farm_313/index.html,57.22,In stock
689,A Walk to Remember,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,a-walk-to-remember_312/index.html,56.43,In stock
690,A New Earth: Awakening to Your Life's Purpose,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,a-new-earth-awakening-to-your-lifes-purpose_311/index.html,55.65,In stock
691,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,27.62,In stock
692,'Salem's Lot,https://books.toscrape.com/catalogue/salems-lot_309/index.html,salems-lot_309/index.html,49.56,In stock
693,Zero History (Blue Ant #3),https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,zero-history-blue-ant-3_308/index.html,34.77,In stock
694,Wuthering Heights,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,wuthering-heights_307/index.html,17.73,In stock
695,World War Z: An Oral History of the Zombie War,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,world-war-z-an-oral-history-of-the-zombie-war_306/index.html,21.8,In stock
